  1.10272  0.38919053E+01  0.94109797E+00  0.00000000E+00
  1.19248  0.19030451E+02  0.23061752E+01  0.00000000E+00
  1.28224  0.12494544E+02  0.26190856E+01  0.00000000E+00
  1.37200  0.10538726E+02  0.17599336E+01  0.00000000E+00
  1.46176  0.76626673E+01  0.19391792E+01  0.00000000E+00
  1.55151  0.10599983E+02  0.27543592E+01  0.00000000E+00
  1.64127  0.78683343E+01  0.17492638E+01  0.00000000E+00
  1.73103  0.11181488E+02  0.19048347E+01  0.00000000E+00
  1.82079  0.10858377E+02  0.21580215E+01  0.00000000E+00
  1.91055  0.65948272E+00  0.13517913E+00  0.00000000E+00
