  9.00000  0.11489550E+02  0.36652429E+01  0.00000000E+00
  27.00000  0.57769384E+01  0.87602878E+00  0.00000000E+00
  45.00000  0.52307968E+01  0.83774436E+00  0.00000000E+00
  63.00000  0.39416044E+01  0.60696822E+00  0.00000000E+00
  81.00000  0.46718359E+01  0.96105701E+00  0.00000000E+00
  98.99999  0.28471501E+01  0.56192136E+00  0.00000000E+00
  117.00000  0.32190580E+01  0.64323038E+00  0.00000000E+00
  135.00000  0.39737372E+01  0.73679698E+00  0.00000000E+00
  153.00000  0.34683104E+01  0.83239424E+00  0.00000000E+00
  171.00000  0.56467094E+01  0.21892443E+01  0.00000000E+00
