  0.30402  0.66070908E+00  0.65260291E-01  0.00000000E+00
  0.39378  0.30055716E+01  0.78829664E+00  0.00000000E+00
  0.48354  0.48359852E+01  0.97035760E+00  0.00000000E+00
  0.57330  0.69515409E+01  0.12281110E+01  0.00000000E+00
  0.66306  0.14633638E+02  0.18933506E+01  0.00000000E+00
  0.75281  0.26895317E+02  0.35732706E+01  0.00000000E+00
  0.84257  0.20974794E+02  0.32962286E+01  0.00000000E+00
  0.93233  0.10967922E+02  0.25821517E+01  0.00000000E+00
  1.02209  0.49055495E+01  0.13689789E+01  0.00000000E+00
  1.11185  0.95490164E+00  0.19067124E+00  0.00000000E+00
